视频名称,标注,时间段,说明
tracysh84978743_312,身体暴露：乳房,1-11秒,女性受试者故意露出胸部
tracysh84978743_313,身体暴露：乳房,7-8秒,女性受试者故意露出胸部
tracysh84978743_314,身体暴露：乳房,6-9秒,女性受试者故意露出胸部
tracysh84978743_315,身体暴露：乳房,2-3秒,女性受试者故意露出胸部
tracysh84978743_316,身体暴露：乳房,1-23秒,女性受试者故意露出胸部
tracysh84978743_317,身体暴露：乳房,2-15秒,女性受试者故意露出胸部
tracysh84978743_318,身体暴露：乳房,2-16秒,女性受试者故意露出胸部
tracysh84978743_319,身体暴露：乳房,9-10秒,女性受试者故意露出胸部
tracysh84978743_320,身体暴露：乳房,6-7秒,女性受试者故意露出胸部
tracysh84978743_321,身体暴露：乳房,1-3秒,女性受试者故意露出胸部
tracysh84978743_322,身体暴露：乳房,4-5秒,女性受试者故意露出胸部
tracysh84978743_323,身体暴露：私密部位,1-2秒,女性受试者故意露出私密部位
tracysh84978743_324,身体暴露：乳房,2-3秒,女性受试者故意露出胸部
tracysh84978743_325,身体暴露：乳房,13-17秒,女性受试者故意露出胸部
tracysh84978743_326,身体暴露：乳房,2-4秒,女性受试者故意露出胸部
tracysh84978743_327,身体暴露：乳房,1-3秒,女性受试者故意露出胸部
tracysh84978743_328,身体暴露：乳房,3-4秒,女性受试者故意露出胸部
tracysh84978743_329,身体暴露：乳房,1-8秒,女性受试者故意露出胸部
tracysh84978743_330,身体暴露：乳房,1-8秒,女性受试者故意露出胸部
tracysh84978743_331,身体暴露：乳房,2-3秒,女性受试者故意露出胸部
tracysh84978743_332,身体暴露：乳房,2-5秒,女性受试者故意露出胸部
tracysh84978743_333,身体暴露：乳房,1-5秒,女性受试者故意露出胸部
tracysh84978743_334,身体暴露：乳房,19-24秒,女性受试者故意露出胸部
tracysh84978743_335,身体暴露：乳房,2-3秒,女性受试者故意露出胸部
tracysh84978743_336,身体暴露：乳房,2-4秒,女性受试者故意露出胸部
tracysh84978743_337,身体暴露：乳房,5-7秒,女性受试者故意露出胸部
tracysh84978743_338,身体暴露：乳房,6-7秒,女性受试者故意露出胸部
tracysh84978743_339,身体暴露：乳房,2-19秒,女性受试者故意露出胸部
tracysh84978743_340,身体暴露：乳房,5-7秒,女性受试者故意露出胸部
tracysh84978743_341,身体暴露：乳房,2-13秒,女性受试者故意露出胸部
tracysh84978743_342,身体暴露：乳房,1-18秒,女性受试者故意露出胸部
tracysh84978743_343,身体暴露：乳房,2-4秒,女性受试者故意露出胸部
tracysh84978743_344,身体暴露：乳房,3-5秒,女性受试者故意露出胸部
tracysh84978743_345,身体暴露：乳房,5-11秒,女性受试者故意露出胸部
tracysh84978743_346,身体暴露：乳房；不当接触：揉捏胸部,4-11秒,女性受试者故意露出胸部并揉捏
tracysh84978743_347,身体暴露：乳房,12-16秒,女性受试者故意露出胸部
tracysh84978743_348,身体暴露：乳房,7-9秒,女性受试者故意露出胸部
tracysh84978743_349,身体暴露：乳房,1-8秒,女性受试者故意露出胸部
tracysh84978743_350,身体暴露：乳房,11-12秒,女性受试者故意露出胸部
tracysh84978743_351,身体暴露：乳房,5-6秒,女性受试者故意露出胸部
tracysh84978743_352,身体暴露：乳房,6-9秒,女性受试者故意露出胸部
tracysh84978743_353,身体暴露：乳房,4-9秒,女性受试者故意露出胸部
tracysh84978743_354,身体暴露：乳房,3-5秒,女性受试者故意露出胸部
tracysh84978743_355,身体暴露：乳房,2-6秒,女性受试者故意露出胸部
tracysh84978743_356,身体暴露：乳房,1-2秒,女性受试者故意露出胸部
tracysh84978743_357,身体暴露：乳房,2-4秒,女性受试者故意露出胸部
tracysh84978743_358,身体暴露：乳房,3-6秒,女性受试者故意露出胸部
tracysh84978743_359,身体暴露：乳房,3-9秒,女性受试者故意露出胸部
tracysh84978743_360,身体暴露：乳房,3-7秒,女性受试者故意露出胸部
tracysh84978743_361,身体暴露：乳房,2-12秒,女性受试者故意露出胸部
tracysh84978743_362,身体暴露：乳房,1-7秒,女性受试者故意露出胸部
tracysh84978743_363,身体暴露：乳房,3-4秒,女性受试者故意露出胸部
tracysh84978743_364,身体暴露：乳房,2-4秒,女性受试者故意露出胸部
tracysh84978743_365,身体暴露：乳房,5-7秒,女性受试者故意露出胸部
tracysh84978743_366,身体暴露：乳房,1-12秒,女性受试者故意露出胸部
tracysh84978743_367,身体暴露：乳房,1-3秒,女性受试者故意露出胸部
tracysh84978743_368,身体暴露：乳房,1-4秒,女性受试者故意露出胸部
tracysh84978743_369,身体暴露：乳房,1-3秒,女性受试者故意露出胸部
tracysh84978743_370,身体暴露：乳房,1-23秒,女性受试者故意露出胸部
tracysh84978743_371,身体暴露：乳房,2-6秒,女性受试者故意露出胸部
tracysh84978743_372,身体暴露：乳房,2-4秒,女性受试者故意露出胸部
tracysh84978743_373,身体暴露：乳房,4-21秒,女性受试者故意露出胸部
tracysh84978743_374,身体暴露：乳房,1-7秒,女性受试者故意露出胸部
tracysh84978743_375,身体暴露：乳房,1-19秒,女性受试者故意露出胸部
tracysh84978743_376,身体暴露：乳房,3-4秒,女性受试者故意露出胸部
tracysh84978743_377,身体暴露：乳房,1-3秒,女性受试者故意露出胸部
tracysh84978743_378,身体暴露：乳房,5-23秒,女性受试者故意露出胸部
tracysh84978743_379,身体暴露：乳房,3-10秒,女性受试者故意露出胸部
tracysh84978743_380,身体暴露：乳房,3-23秒,女性受试者故意露出胸部
tracysh84978743_381,身体暴露：乳房,1-3秒,女性受试者故意露出胸部
tracysh84978743_382,身体暴露：乳房,1-5秒,女性受试者故意露出胸部
tracysh84978743_383,身体暴露：乳房,1-2秒,女性受试者故意露出胸部
tracysh84978743_384,身体暴露：乳房,2-5秒,女性受试者故意露出胸部
tracysh84978743_385,身体暴露：乳房,4-16秒,女性受试者故意露出胸部
tracysh84978743_386,身体暴露：乳房,12-18秒,女性受试者故意露出胸部
tracysh84978743_387,身体暴露：乳房,8-10秒,女性受试者故意露出胸部
tracysh84978743_388,身体暴露：乳房,2-3秒,女性受试者故意露出胸部
tracysh84978743_389,身体暴露：乳房,3-12秒,女性受试者故意露出胸部
tracysh84978743_390,身体暴露：乳房,4-11秒,女性受试者故意露出胸部
tracysh84978743_391,身体暴露：乳房,6-36秒,女性受试者故意露出胸部
tracysh84978743_392,身体暴露：乳房,11-12秒,女性受试者故意露出胸部
tracysh84978743_393,身体暴露：乳房,1-3秒,女性受试者故意露出胸部
tracysh84978743_394,身体暴露：乳房,10-13秒,女性受试者故意露出胸部
tracysh84978743_395,身体暴露：乳房,5-6秒,女性受试者故意露出胸部
tracysh84978743_396,身体暴露：乳房,8-9秒,女性受试者故意露出胸部
tracysh84978743_397,身体暴露：乳房,10-11秒,女性受试者故意露出胸部
tracysh84978743_398,身体暴露：乳房,1-3秒,女性受试者故意露出胸部
tracysh84978743_399,身体暴露：乳房,1-4秒,女性受试者故意露出胸部
tracysh84978743_400,身体暴露：乳房,23-25秒,女性受试者故意露出胸部
tracysh84978743_401,身体暴露：乳房,1-3秒,女性受试者故意露出胸部
tracysh84978743_402,身体暴露：乳房,10-15秒,女性受试者故意露出胸部
tracysh84978743_403,身体暴露：乳房,3-4秒,女性受试者故意露出胸部
tracysh84978743_404,身体暴露：乳房,10-20秒,女性受试者故意露出胸部
tracysh84978743_405,身体暴露：乳房,1-9秒,女性受试者故意露出胸部
tracysh84978743_406,身体暴露：乳房,7-8秒,女性受试者故意露出胸部
tracysh84978743_407,身体暴露：乳房,1-2秒,女性受试者故意露出胸部
tracysh84978743_408,身体暴露：乳房,6-7秒,女性受试者故意露出胸部
tracysh84978743_409,身体暴露：乳房,1-3秒,女性受试者故意露出胸部
tracysh84978743_410,身体暴露：乳房,10-17秒,女性受试者故意露出胸部
tracysh84978743_411,身体暴露：乳房,1-3秒,女性受试者故意露出胸部
tracysh84978743_412,身体暴露：乳房,1-14秒,女性受试者故意露出胸部
tracysh84978743_413,身体暴露：乳房,2-4秒,女性受试者故意露出胸部
tracysh84978743_414,身体暴露：乳房,5-6秒,女性受试者故意露出胸部
tracysh84978743_415,身体暴露：乳房,1-10秒,女性受试者故意露出胸部
tracysh84978743_416,身体暴露：乳房,17-18秒,女性受试者故意露出胸部
tracysh84978743_417,身体暴露：乳房,8-10秒,女性受试者故意露出胸部
tracysh84978743_418,身体暴露：乳房,4-5秒,女性受试者故意露出胸部
tracysh84978743_419,身体暴露：乳房,7-18秒,女性受试者故意露出胸部
tracysh84978743_420,身体暴露：乳房,2-3秒,女性受试者故意露出胸部
tracysh84978743_421,身体暴露：乳房,4-14秒,女性受试者故意露出胸部
tracysh84978743_422,身体暴露：乳房,10-12秒,女性受试者故意露出胸部
tracysh84978743_423,身体暴露：乳房,2-3秒,女性受试者故意露出胸部
tracysh84978743_424,身体暴露：乳房,1-2秒,女性受试者故意露出胸部
tracysh84978743_425,身体暴露：乳房,1-24秒,女性受试者故意露出胸部
tracysh84978743_426,身体暴露：乳房,5-6秒,女性受试者故意露出胸部
tracysh84978743_427,身体暴露：乳房,6-7秒,女性受试者故意露出胸部
tracysh84978743_428,身体暴露：乳房,1-2秒,女性受试者故意露出胸部
tracysh84978743_429,身体暴露：乳房,1-50秒,女性受试者故意露出胸部
tracysh84978743_430,身体暴露：乳房,2-5秒,女性受试者故意露出胸部
tracysh84978743_431,正常,,
tracysh84978743_432,身体暴露：乳房,2-3秒,女性受试者故意露出胸部
tracysh84978743_433,身体暴露：乳房,13-15秒,女性受试者故意露出胸部
tracysh84978743_434,身体暴露：乳房,1-2秒,女性受试者故意露出胸部
tracysh84978743_435,身体暴露：乳房,1-4秒,女性受试者故意露出胸部
tracysh84978743_436,身体暴露：乳房,12-14秒,女性受试者故意露出胸部
tracysh84978743_437,身体暴露：乳房,3-4秒,女性受试者故意露出胸部
tracysh84978743_438,身体暴露：乳房,2-3秒,女性受试者故意露出胸部
tracysh84978743_439,身体暴露：乳房,9-11秒,女性受试者故意露出胸部
tracysh84978743_440,身体暴露：乳房,1-52秒,女性受试者故意露出胸部
tracysh84978743_441,身体暴露：乳房,1-7秒,女性受试者故意露出胸部
tracysh84978743_442,身体暴露：乳房,5-10秒,女性受试者故意露出胸部
tracysh84978743_443,身体暴露：乳房,5-6秒,女性受试者故意露出胸部
tracysh84978743_444,身体暴露：乳房,14-16秒,女性受试者故意露出胸部
tracysh84978743_445,身体暴露：乳房,1-5秒,女性受试者故意露出胸部
tracysh84978743_446,身体暴露：乳房,4-6秒,女性受试者故意露出胸部
tracysh84978743_447,身体暴露：乳房,1-3秒,女性受试者故意露出胸部
tracysh84978743_448,身体暴露：乳房,3-16秒,女性受试者故意露出胸部
tracysh84978743_449,身体暴露：乳房,1-4秒,女性受试者故意露出胸部
tracysh84978743_450,身体暴露：乳房,1-25秒,女性受试者故意露出胸部
tracysh84978743_451,身体暴露：乳房,5-10秒,女性受试者故意露出胸部
tracysh84978743_452,身体暴露：乳房,19-20秒,女性受试者故意露出胸部
tracysh84978743_453,身体暴露：乳房,6-8秒,女性受试者故意露出胸部
tracysh84978743_454,身体暴露：乳房,25-27秒,女性受试者故意露出胸部
tracysh84978743_455,身体暴露：乳房,2-3秒,女性受试者故意露出胸部
tracysh84978743_456,正常,,
tracysh84978743_457,身体暴露：乳房,1-3秒,女性受试者故意露出胸部
tracysh84978743_458,身体暴露：乳房,5-7秒,女性受试者故意露出胸部
tracysh84978743_459,身体暴露：乳房,1-5秒,女性受试者故意露出胸部
tracysh84978743_460,身体暴露：乳房,3-6秒,女性受试者故意露出胸部
tracysh84978743_461,身体暴露：乳房,1-13秒,女性受试者故意露出胸部
tracysh84978743_462,身体暴露：乳房,1-8秒,女性受试者故意露出胸部
tracysh84978743_463,身体暴露：乳房,1-3秒,女性受试者故意露出胸部
tracysh84978743_464,身体暴露：乳房,7-10秒,女性受试者故意露出胸部
tracysh84978743_465,身体暴露：乳房,1-3秒,女性受试者故意露出胸部
tracysh84978743_466,身体暴露：乳房,1-5秒,女性受试者故意露出胸部
tracysh84978743_467,身体暴露：乳房,6-7秒,女性受试者故意露出胸部
tracysh84978743_468,身体暴露：乳房,11-13秒,女性受试者故意露出胸部
tracysh84978743_469,身体暴露：乳房,1-3秒,女性受试者故意露出胸部
tracysh84978743_470,身体暴露：乳房,2-5秒,女性受试者故意露出胸部
tracysh84978743_471,正常,,
tracysh84978743_472,身体暴露：乳房,3-10秒,女性受试者故意露出胸部
tracysh84978743_473,身体暴露：乳房,1-5秒,女性受试者故意露出胸部
tracysh84978743_474,身体暴露：乳房,6-8秒,女性受试者故意露出胸部
tracysh84978743_475,身体暴露：乳房,1-3秒,女性受试者故意露出胸部
tracysh84978743_476,身体暴露：乳房,1-7秒,女性受试者故意露出胸部
tracysh84978743_477,身体暴露：乳房,1-16秒,女性受试者故意露出胸部
,,,
shemochina_1,不当触摸：触摸臀部,1-36秒,男性受试者触摸女性臀部
shemochina_2,不当触摸：揉捏胸部,23-30秒,男性受试者揉捏女性胸部
shemochina_3,正常,,
shemochina_4,正常,,
shemochina_5,正常,,
shemochina_6,正常,,
shemochina_7,正常,,
shemochina_8,正常,,
shemochina_9,正常,,
shemochina_10,正常,,
shemochina_11,正常,,
shemochina_12,正常,,
shemochina_13,正常,,
shemochina_14,正常,,
shemochina_15,正常,,
shemochina_16,正常,,
shemochina_17,正常,,
shemochina_18,不当触摸：揉捏胸部,1-27秒,男性受试者揉捏女性胸部
shemochina_19,正常,,
shemochina_20,正常,,
shemochina_21,正常,,
shemochina_22,正常,,
shemochina_23,正常,,
shemochina_24,正常,,
shemochina_25,正常,,
shemochina_26,正常,,
shemochina_27,正常,,
shemochina_28,正常,,
shemochina_29,正常,,
shemochina_30,正常,,
shemochina_31,正常,,
shemochina_32,正常,,
shemochina_33,正常,,
shemochina_34,正常,,
shemochina_35,正常,,
shemochina_36,正常,,
shemochina_37,正常,,
